deg,E_kWh
-24,1.3792615135709665
-22,1.3927770975648393
-20,1.4052508219506286
-18,1.4166885791978958
-16,1.4270965058887117
-14,1.4367098116071333
-12,1.4458489836403219
-10,1.4607316122788412
-8,1.4800859157372852
-6,1.4979753788603416
-4,1.514526128535497
-2,1.5296408131618495
0,1.5431011255211486
2,1.5552097378963408
4,1.5658215370536626
6,1.5750331929299766
8,1.5828181770125611
10,1.5891798518363358
12,1.594823662848712
14,1.5983951404291556
16,1.6006999593165572
18,1.6018871719201837
20,1.6031381823107773
22,1.6037328246624412
24,1.603403528334503
