deg,E_kWh
-24,1.9649440394695161
-22,1.9792469360065388
-20,1.9931053393180282
-18,2.013020118468624
-16,2.031554975434649
-14,2.0497115481936024
-12,2.067892117377919
-10,2.0843117595188665
-8,2.0989678817878783
-6,2.111858495677339
-4,2.122981955866751
-2,2.132336760496395
0,2.139922000452151
2,2.1452913009611936
4,2.148951274126967
6,2.1516223364446776
8,2.153163843435046
10,2.153280490168557
12,2.151968418342857
14,2.149223540561321
16,2.145041553576972
18,2.1403593475353766
20,2.136531639027562
22,2.1315957178292173
24,2.1255483634246017
