deg,E_kWh
-24,1.4075736265225383
-22,1.4171891076357455
-20,1.427031761236676
-18,1.4421134522463157
-16,1.4590046765657645
-14,1.474727435436713
-12,1.4893189344996918
-10,1.5033528325171341
-8,1.5161130572259494
-6,1.5276075382196532
-4,1.537947876832835
-2,1.5471144592718793
0,1.5549185314745646
2,1.5609598757704808
4,1.5660063547546332
6,1.5699389392487684
8,1.572864188407953
10,1.5750045288149113
12,1.5761654909671095
14,1.5763484568390291
16,1.5756257634973962
18,1.5747940697556162
20,1.5732355074548858
22,1.5708849123215827
24,1.5687241677670687
