deg,E_kWh
-24,1.097170142945442
-22,1.1066423084672077
-20,1.1153613824364956
-18,1.1256729818888211
-16,1.1419464999924203
-14,1.1572538286520448
-12,1.1716999116767104
-10,1.1857648363588638
-8,1.1992002504758137
-6,1.2115003906038173
-4,1.2225391694393424
-2,1.232315022811313
0,1.2408275092146317
2,1.2476268263663923
4,1.2533784154110832
6,1.258083608105077
8,1.2617443864345759
10,1.2648222199863075
12,1.2675474325164955
14,1.269620695180401
16,1.2709220471369054
18,1.271456155592999
20,1.2712280346490885
22,1.270243001076595
24,1.2685066362558572
