deg,E_kWh
-24,1.0526008619306781
-22,1.0549644301505228
-20,1.056885894947599
-18,1.0583562478070239
-16,1.0595251555356113
-14,1.0602828463800835
-12,1.0605421942158162
-10,1.0615152441668507
-8,1.0620497582927144
-6,1.0619970732405377
-4,1.0613583494324927
-2,1.0601678594401782
0,1.058383290504973
2,1.0564321490827606
4,1.054315261322677
6,1.0515794444902047
8,1.0486135798360405
10,1.0454318937917346
12,1.0418830176373781
14,1.0378696283342739
16,1.0337451306021002
18,1.0295124844609598
20,1.024773612688947
22,1.0205939598171374
24,1.0161495212662153
