deg,E_kWh
-24,1.19921179893721
-22,1.2161007306015739
-20,1.2319932442190789
-18,1.2468873115094996
-16,1.2607843004981296
-14,1.2738362636356602
-12,1.2866296952646576
-10,1.2983002396041106
-8,1.3088507212664526
-6,1.318367956198972
-4,1.3270358721598219
-2,1.334468259997453
0,1.3406682157326368
2,1.345536883261409
4,1.349386760860542
6,1.3522211842308463
8,1.354043384063279
10,1.3553140557408105
12,1.3557728577970527
14,1.3553428632017277
16,1.3545410952827963
18,1.3533942106700505
20,1.3515120693339993
22,1.3488973655362528
24,1.3455526254202996
