deg,E_kWh
-24,0.9600958019059692
-22,0.9668542391330116
-20,0.9729983290184009
-18,0.9807330354852334
-16,0.9953156951956641
-14,1.009051470998363
-12,1.0220055052221682
-10,1.0342897992191225
-8,1.0460544853855738
-6,1.05689289817141
-4,1.0666542925073443
-2,1.075338150989368
0,1.0829452173453469
2,1.0892263842944991
4,1.094615856692411
6,1.099116231010055
8,1.1027309261008211
10,1.1060848151119025
12,1.1091394949591709
14,1.111641340389957
16,1.1134684151075471
18,1.1146271044561322
20,1.1151242510432247
22,1.114967095538292
24,1.1141632225056255
