deg,E_kWh
-24,0.792353936790994
-22,0.7983331065628285
-20,0.804317130454629
-18,0.8161608901286117
-16,0.8276847360183295
-14,0.8384592008794566
-12,0.8484736688854062
-10,0.8577193278605701
-8,0.8661888218813238
-6,0.8738760165765502
-4,0.8807758315249998
-2,0.8870036007658783
0,0.8923655680162965
2,0.8968336917293839
4,0.9005920418151294
6,0.9036390406808782
8,0.9059737134918314
10,0.907595667127259
12,0.9086987668185559
14,0.9096769174025201
16,0.9100676718741886
18,0.9102897567379037
20,0.910527731290455
22,0.9102743162572615
24,0.9095317384080728
