deg,E_kWh
-24,1.059950205797988
-22,1.0751869306710127
-20,1.0895225159944257
-18,1.1040509899630784
-16,1.117617536592792
-14,1.1301632376983621
-12,1.1416898864088627
-10,1.1521999178504294
-8,1.161696265932264
-6,1.170182236415833
-4,1.1776613936403368
-2,1.184201168672125
0,1.189742709434863
2,1.1939930818421047
4,1.1976039220610226
6,1.2003351618386073
8,1.20219016507903
10,1.2031722104118268
12,1.2032844544969343
14,1.2025299029647416
16,1.2014385569975365
18,1.2000553148783537
20,1.1982258922548197
22,1.1966750506278516
24,1.1945930648021514
