deg,E_kWh
-24,1.5354543538891507
-22,1.5431632949144878
-20,1.5511687274538002
-18,1.5598529800312266
-16,1.5677805318385152
-14,1.5747596701376791
-12,1.5807957221602797
-10,1.5896723436735893
-8,1.597702466653464
-6,1.6051641526337104
-4,1.6119202798001893
-2,1.6174478467825484
0,1.621743331917222
2,1.625337158099397
4,1.6279837226446234
6,1.6295200397415759
8,1.629940250602634
10,1.6292378132915444
12,1.627368551217598
14,1.625044770492217
16,1.6226148190271488
18,1.6193175604773626
20,1.61521227217941
22,1.6103924655332644
24,1.604688196452088
