deg,E_kWh
-24,1.1253805016955294
-22,1.1269348696382604
-20,1.1283819915741318
-18,1.1293048786216668
-16,1.1297031717003874
-14,1.1295769177701795
-12,1.128926566975614
-10,1.1277529705890232
-8,1.12605737975934
-6,1.1243793040614052
-4,1.1220245767060404
-2,1.118922755797492
0,1.1150730421125485
2,1.1115215968935581
4,1.107270706448165
6,1.102323432670421
8,1.0966832940257545
10,1.0915456373699541
12,1.0863736771342751
14,1.0806034489452292
16,1.0742384380835996
18,1.06728254878392
20,1.0597401201602956
22,1.0516159432509453
24,1.0455664508920353
