deg,E_kWh
-24,1.3462436682357288
-22,1.3603493345767887
-20,1.3734491452041961
-18,1.3855423705337708
-16,1.3966288343293891
-14,1.4067088244093606
-12,1.4157830099462536
-10,1.4241902792256478
-8,1.4319388331866598
-6,1.446557560008218
-4,1.4632164235544984
-2,1.478384717175179
0,1.492023459452831
2,1.5045455710060505
4,1.5156556925972846
6,1.5254139447706412
8,1.5338104075863117
10,1.5408380540583024
12,1.5464922086958455
14,1.550770175367901
16,1.55451494461236
18,1.5576616841285145
20,1.5598733792287593
22,1.5606624955496657
24,1.5605312443279185
