deg,E_kWh
-24,0.8821211970429634
-22,0.8890666043547735
-20,0.902219029467055
-18,0.914677067406145
-16,0.9264270206087344
-14,0.9376215450464894
-12,0.9483909326926451
-10,0.9583426281524773
-8,0.9674634638554376
-6,0.9759055491626721
-4,0.9835376977785885
-2,0.990235438630291
0,0.9959967802993362
2,1.0007307402685044
4,1.004705941890726
6,1.007922744526891
8,1.0108310220535837
10,1.0131864384584588
12,1.014828249483257
14,1.016367412041225
16,1.0175363223934406
18,1.0181398305509513
20,1.0181819225846263
22,1.0176670476159837
24,1.016600087678324
