deg,E_kWh
-24,1.3890647772528422
-22,1.4035745091739962
-20,1.4172126299931505
-18,1.431227145805211
-16,1.4445836082201322
-14,1.4569010103073519
-12,1.4683221622158897
-10,1.4790781993243136
-8,1.4886951370382828
-6,1.4971752607842828
-4,1.5045218510304716
-2,1.5109138234934671
0,1.5160950479702906
2,1.5196060845342072
4,1.5223945673643002
6,1.5242848358968304
8,1.5251015188436
10,1.5248827434399572
12,1.5243943681513883
14,1.523137824771781
16,1.5209850022708884
18,1.5184492803326297
20,1.5154116870287924
22,1.511512760875036
24,1.5067531272431027
