deg,E_kWh
-24,1.1772716068681883
-22,1.1837163834273434
-20,1.190356742682573
-18,1.1962828152024145
-16,1.2014939189881733
-14,1.2075931751545566
-12,1.2144458083578238
-10,1.2212308378281582
-8,1.2272166839298597
-6,1.232307569368407
-4,1.2367791295387027
-2,1.2402883423302091
0,1.24276042482413
2,1.2444870769438061
4,1.2453974558951806
6,1.2455354591902092
8,1.2452285519851807
10,1.2441059697521077
12,1.242165074214775
14,1.2394032982991263
16,1.236171496713906
18,1.232868582980787
20,1.2288587110841507
22,1.2248176671823254
24,1.2207761486549298
