deg,E_kWh
-24,1.2161639707873981
-22,1.2223473719406992
-20,1.228235845136613
-18,1.241632100887778
-16,1.2549539154728255
-14,1.2681627329116913
-12,1.280322839382209
-10,1.2914182196834958
-8,1.3014417785737238
-6,1.3103879163457686
-4,1.318252290367557
-2,1.3250577260350738
0,1.330826872303061
2,1.3353351005641365
4,1.3387955603147126
6,1.3412072992218602
8,1.3428788901783784
10,1.3439124448670137
12,1.3445765034050197
14,1.3447381079813663
16,1.344043960284281
18,1.3424952574226408
20,1.3400935672524272
22,1.3368408196449277
24,1.3339944034945028
