deg,E_kWh
-24,0.9499346894167641
-22,0.958651286640613
-20,0.9667940490641789
-18,0.9743673995662381
-16,0.981337187714882
-14,0.9876937771923174
-12,0.9935498850236462
-10,0.9990751121631892
-8,1.0038971594543036
-6,1.0080161042299205
-4,1.011433006869827
-2,1.014193317894265
0,1.0162026652253264
2,1.0172837164051245
4,1.0180641226993383
6,1.018438416160473
8,1.0181999656410758
10,1.0175127328362492
12,1.01687274356803
14,1.015948559253079
16,1.0145360009250741
18,1.0131562398239096
20,1.0117773798550893
22,1.0099824772902342
24,1.0077752397109347
