deg,E_kWh
-24,1.332857586980393
-22,1.3379197383646
-20,1.3436322372788934
-18,1.3509573332536926
-16,1.3575550348699963
-14,1.3633493497751958
-12,1.3683351170210545
-10,1.3725748163705869
-8,1.3762411443244698
-6,1.378989793897507
-4,1.3808892970264077
-2,1.3819055410462693
0,1.3818903422882982
2,1.3816373769959664
4,1.3804679740162968
6,1.3783815241421016
8,1.3759270763956055
10,1.3729198966144915
12,1.3692830535138396
14,1.365698925796478
16,1.3613974185864226
18,1.3563798654079
20,1.3506480866119985
22,1.3454996542569506
24,1.3400811064085887
