deg,E_kWh
-24,1.1669440652619198
-22,1.1814186434544665
-20,1.1985669891854307
-18,1.2146947463230677
-16,1.2297914146840936
-14,1.2438555106118412
-12,1.2568873085974075
-10,1.2691481110264697
-8,1.2811756651691177
-6,1.2920015930467477
-4,1.3015791815726816
-2,1.3099136060576415
0,1.317010063006518
2,1.3225925398451877
4,1.3271721158372702
6,1.330752885020549
8,1.333338715954608
10,1.3349332248446895
12,1.3357839353627006
14,1.3368672457476765
16,1.337260716809358
18,1.3369334688361187
20,1.335888795141906
22,1.334129719318864
24,1.3316589809411212
