deg,E_kWh
-24,1.588013759685627
-22,1.6030923780135367
-20,1.6170629173014373
-18,1.6299410957577196
-16,1.6420776471868812
-14,1.6545954709943944
-12,1.665831410258941
-10,1.67580318767593
-8,1.686485084422577
-6,1.707437573686938
-4,1.7268171898644074
-2,1.7445787740221321
0,1.7606984531229166
2,1.775352287009669
4,1.7884712269523257
6,1.8000500321077277
8,1.8100860249074977
10,1.818578224445075
12,1.825526745912885
14,1.8314909870605434
16,1.8372191322324916
18,1.841670526317765
20,1.844909922178816
22,1.8467914759058117
24,1.8467221022148146
