deg,E_kWh
-24,1.8678856438608884
-22,1.8823206367035874
-20,1.896374595829156
-18,1.9108594886117645
-16,1.9240222477621094
-14,1.9358905119945184
-12,1.9464903025698694
-10,1.9566027552591365
-8,1.9760750590059697
-6,1.9942852773792048
-4,2.0111370262808075
-2,2.0262360923743787
0,2.039581001269046
2,2.051278865913695
4,2.061465485063237
6,2.0701377612268104
8,2.077298072916419
10,2.082948174778053
12,2.0870888415254223
14,2.0904701294692396
16,2.0933440244570365
18,2.094460203428052
20,2.094345535969319
22,2.093141877185585
24,2.0908423002330982
