deg,E_kWh
-24,1.171556699047861
-22,1.1736389760957942
-20,1.17545917186434
-18,1.1815863110612348
-16,1.1876641497122218
-14,1.1930454357997227
-12,1.1977228317963209
-10,1.2016909345350872
-8,1.2050302306957743
-6,1.207600601677904
-4,1.209382407894834
-2,1.2103568997412955
0,1.210482582967958
2,1.2102700460780533
4,1.2095398154451584
6,1.2086544496993947
8,1.2071002949482217
10,1.2048796810957652
12,1.202582830752764
14,1.2001281213084982
16,1.1972370718885226
18,1.194490617876192
20,1.1912429553636565
22,1.187688869349032
24,1.1840486547841178
