deg,E_kWh
-24,1.7733149966734085
-22,1.7884732313848244
-20,1.8054451440471713
-18,1.821071253364804
-16,1.8353553972523364
-14,1.8483016276225708
-12,1.8599140746087335
-10,1.8701968242789335
-8,1.8791538090654905
-6,1.891673436814361
-4,1.9111242750315849
-2,1.9287261288064352
0,1.9444244411235154
2,1.9584908721024525
4,1.9708279128324744
6,1.9814182658355668
8,1.9902489146440003
10,1.9973099044274272
12,2.00421079033673
14,2.009773133156995
16,2.013815859301089
18,2.016336259152483
20,2.0173326781636733
22,2.0168043706802705
24,2.015591405952827
