deg,E_kWh
-24,0.3850161426902945
-22,0.38453941361992483
-20,0.3839170249101142
-18,0.38317004435868773
-16,0.3831219340158699
-14,0.38413966065203126
-12,0.38495878441005643
-10,0.3855776018394192
-8,0.3859947749216941
-6,0.3862139047942651
-4,0.3862341370667132
-2,0.3860125415959437
0,0.3855491020609581
2,0.3854181960332788
4,0.3852382489193107
6,0.38485333805182304
8,0.3842638242348872
10,0.3836262216089411
12,0.38324351344827595
14,0.38268152321314114
16,0.3819409322660467
18,0.381022650051651
20,0.3801794502558288
22,0.37957839161890194
24,0.3788218948350045
