deg,E_kWh
-24,1.5997773105046385
-22,1.6135138751941862
-20,1.6260886747591659
-18,1.6375124000229226
-16,1.6477954252781795
-14,1.6577285040264726
-12,1.6779322441446847
-10,1.6972804216971218
-8,1.7150441108992356
-6,1.7312114859813794
-4,1.7461494449355441
-2,1.7593548123812224
0,1.7707960100168323
2,1.7799338314436897
4,1.7875655908066688
6,1.7940096421354028
8,1.7991371843656387
10,1.8029488522714103
12,1.8054459193295735
14,1.8069626350608987
16,1.8079623160657898
18,1.8077923401493599
20,1.8071015071287189
22,1.8062631375069775
24,1.8044414604300645
