deg,E_kWh
-24,1.6041985956123648
-22,1.6194515528007323
-20,1.6335311891121505
-18,1.6464535946108998
-16,1.6582345493390658
-14,1.6688893577153294
-12,1.6784326953891509
-10,1.689160114914796
-8,1.7093817978087045
-6,1.7287570911582528
-4,1.7463814221680332
-2,1.7622412344433824
0,1.7763299085394744
2,1.7886451804271883
4,1.7994061288397454
6,1.8087563896951393
8,1.8166017483606445
10,1.8229472074731674
12,1.827586086777244
14,1.830265079274007
16,1.8316666273115167
18,1.8318449591788575
20,1.8330664418369533
22,1.8332998152247593
24,1.8325529681882304
