deg,E_kWh
-24,1.213208943022265
-22,1.2200067038398825
-20,1.226210978840751
-18,1.2320526743901037
-16,1.2374127076355934
-14,1.2420994893617783
-12,1.2461109309266531
-10,1.2494564099118066
-8,1.2526362614691038
-6,1.2550224342077823
-4,1.256678602709097
-2,1.2576207580718806
0,1.2576591914447484
2,1.2576285325635297
4,1.2567718035301974
6,1.2550885384166328
8,1.2525783458988335
10,1.2498020206360494
12,1.2463321603717092
14,1.242579539031805
16,1.2386360471593858
18,1.2340460491093403
20,1.2288093742688606
22,1.2233820378022322
24,1.2183838818118797
