deg,E_kWh
-24,1.9446000470023221
-22,1.9587563733983975
-20,1.9734083555282704
-18,1.9877356433667848
-16,2.000697322329488
-14,2.0123187039442922
-12,2.026895800324898
-10,2.046409575099389
-8,2.064372004470488
-6,2.08130525614866
-4,2.096814833262386
-2,2.1105067521964154
0,2.1223836828502685
2,2.1327619999677614
4,2.141559192053078
6,2.1487947621572205
8,2.1544678487845452
10,2.158576168938998
12,2.161346557242323
14,2.163392981187454
16,2.1639562444136353
18,2.1633694561197334
20,2.1617132776408003
22,2.159063436443661
24,2.1552587167899877
