deg,E_kWh
-24,1.7184442252037255
-22,1.7304816360249164
-20,1.7414755057542466
-18,1.7514429053620064
-16,1.7612273466938246
-14,1.770226424681944
-12,1.7836581727945249
-10,1.7989612587578485
-8,1.8132478258657325
-6,1.8260968983756707
-4,1.837507158629176
-2,1.8475953126093898
0,1.8562093731620504
2,1.863624384309861
4,1.869596889788663
6,1.8740996565582446
8,1.8766442014444291
10,1.8785225035172854
12,1.8793217931438704
14,1.8789451416322904
16,1.8776836490986064
18,1.875890156101153
20,1.873034739178433
22,1.869511578366423
24,1.8659949342259052
