deg,E_kWh
-24,1.124159963073984
-22,1.1301225820713925
-20,1.1366032614020425
-18,1.1454077376948344
-16,1.1578246418960099
-14,1.1693913346451752
-12,1.1801145429120874
-10,1.1903449179727537
-8,1.1996246920699134
-6,1.2079522936980824
-4,1.2154280858598565
-2,1.2219989083966556
0,1.2275123723351216
2,1.2317090810225795
4,1.2352955023844625
6,1.2379837651014503
8,1.2399298487766586
10,1.2412901526405862
12,1.2418851907263697
14,1.2417164136417387
16,1.2408733535195395
18,1.2399719961031102
20,1.2384614802241949
22,1.236349817156243
24,1.2347059874068491
