deg,E_kWh
-24,1.4576957331467997
-22,1.472800434134206
-20,1.4868062726960234
-18,1.4997255895842891
-16,1.5115706810170868
-14,1.5223536416684909
-12,1.5320862188878954
-10,1.540788300057648
-8,1.5530839829466014
-6,1.5746083695717186
-4,1.5944951484512988
-2,1.6127032822890537
0,1.6292092631871993
2,1.6441929910078381
4,1.657660468340176
6,1.669651559112418
8,1.6801681531425834
10,1.6892116696020298
12,1.6967851974554364
14,1.7028930707959622
16,1.7076263252011525
18,1.711087698130962
20,1.714260469743873
22,1.716436898897663
24,1.7177471439516954
