deg,E_kWh
-24,1.0937374943061513
-22,1.1098527046244504
-20,1.1250139189769046
-18,1.1403987468586747
-16,1.1547053628542445
-14,1.1679357224711688
-12,1.1800926468333641
-10,1.191179638630155
-8,1.2012007213345763
-6,1.2101602968333138
-4,1.2180630183738685
-2,1.224978223319736
0,1.2308484143423366
2,1.2353926846213623
4,1.239185721427856
6,1.2420560254208577
8,1.244007912165663
10,1.2450455994409695
12,1.2451731646000472
14,1.2443945102229754
16,1.2433185907949902
18,1.2418661447565125
20,1.2400386825784953
22,1.2383229873993682
24,1.2360579683322885
