deg,E_kWh
-24,1.285551467267029
-22,1.3007325010271382
-20,1.3148995776741006
-18,1.328060593091035
-16,1.3402239011336545
-14,1.3513981459570783
-12,1.3617981780121697
-10,1.3717022590376138
-8,1.3805296105350877
-6,1.3884717116896468
-4,1.395511783262748
-2,1.4013715177071047
0,1.406056513002316
2,1.4096096375862464
4,1.412178635832635
6,1.413811165614307
8,1.4145110963692562
10,1.4142814609297305
12,1.4132456034560295
14,1.4118596415121636
16,1.4096630578829974
18,1.4073860303370063
20,1.404681584470717
22,1.40130611241908
24,1.3972588571305895
