deg,E_kWh
-24,1.4030821795625985
-22,1.4048333611844257
-20,1.4078522704823608
-18,1.411222454229806
-16,1.4138467781681656
-14,1.4157265025651808
-12,1.4172902915449936
-10,1.4184116091816357
-8,1.4187843694486926
-6,1.4190884206773648
-4,1.4188084930544598
-2,1.4174523026738859
0,1.4150219429775963
2,1.4124776997836028
4,1.4090652172932532
6,1.404637642142195
8,1.3991956200032296
10,1.3927397365772194
12,1.3855533325815907
14,1.3790288744461172
16,1.3721684140975268
18,1.364454726316769
20,1.3560152512292747
22,1.3468675442688394
24,1.3368703587708142
