deg,E_kWh
-24,2.024720096486464
-22,2.043825634251955
-20,2.066019477019742
-18,2.086714297912049
-16,2.105917504138255
-14,2.124437414785563
-12,2.1422254126025977
-10,2.1586997615372856
-8,2.1734261201765666
-6,2.186416998047712
-4,2.1976837800587163
-2,2.2072365002137526
0,2.2151096243805166
2,2.220798520146875
4,2.22489838223767
6,2.227543543266141
8,2.229147952713239
10,2.229759604367947
12,2.2290625996195925
14,2.2270529696424743
16,2.223725209008134
18,2.2192844475406286
20,2.2148838685558374
22,2.210556533440953
24,2.205191613188327
