deg,E_kWh
-24,1.7527647012393635
-22,1.765289056289162
-20,1.7842901838059297
-18,1.8020239145398058
-16,1.8184868903875022
-14,1.8342924692538913
-12,1.8499742165711988
-10,1.8642223673919798
-8,1.8769199574587478
-6,1.8880719011056306
-4,1.897683155861629
-2,1.9057585277504094
0,1.9123100820810206
2,1.917026387436582
4,1.9202957921023693
6,1.9222738405914135
8,1.923710271319366
10,1.9240223879566698
12,1.9231355966748476
14,1.9210500454682031
16,1.9177654556231822
18,1.9135169304677346
20,1.9099350072684875
22,1.9059600541648536
24,1.9010547005633935
