deg,E_kWh
-24,1.2357349793349635
-22,1.2410828821230908
-20,1.2458203681432765
-18,1.2499447565915134
-16,1.2535615963613378
-14,1.2577426045305142
-12,1.261090006548308
-10,1.2638822385693023
-8,1.2693545238929669
-6,1.2739664017973518
-4,1.277708397681361
-2,1.2805729171930569
0,1.2825538779207666
2,1.2843832282367258
4,1.2855909901073639
6,1.2859367275507898
8,1.2854171607731424
10,1.2840297173563167
12,1.281772507899688
14,1.278750082302357
16,1.2769768033873283
18,1.2747554284551987
20,1.2718503855031358
22,1.268363520083386
24,1.2642952912223169
