deg,E_kWh
-24,2.0488887513716976
-22,2.0650456048778163
-20,2.080925121499709
-18,2.097687099245175
-16,2.11296792087831
-14,2.1267885256467105
-12,2.1391687465908937
-10,2.1538508566902372
-8,2.175176424534229
-6,2.1952770254834166
-4,2.214018888664721
-2,2.2307608217751977
0,2.2454960931652352
2,2.2583657234740677
4,2.269462474539713
6,2.278813287017437
8,2.286416339050922
10,2.2922697036820368
12,2.296371057976282
14,2.29950581000777
16,2.301566327893531
18,2.301731569513516
20,2.3007121990305213
22,2.2984165417209286
24,2.2948392297900524
