deg,E_kWh
-24,1.301097905760927
-22,1.3159705011161709
-20,1.3311178891784972
-18,1.3461047503049097
-16,1.3603671764971201
-14,1.374237370132429
-12,1.3869223955907268
-10,1.3984288329676493
-8,1.4087635950513628
-6,1.4179336904191402
-4,1.4259460261569366
-2,1.4328072407901267
0,1.4385626164316738
2,1.4431141797391884
4,1.4466323009272277
6,1.4491201146998924
8,1.450580002028618
10,1.4513664144808254
12,1.451617122762961
14,1.4516636387414499
16,1.4509142858689148
18,1.4493689175187074
20,1.44702673192866
22,1.4438862761301434
24,1.4400418402661768
