deg,E_kWh
-24,1.5776521138698585
-22,1.5896390161652287
-20,1.6006119324183612
-18,1.6164197839161134
-16,1.6343818202833391
-14,1.6510643267156278
-12,1.6664667131950934
-10,1.6806058960033008
-8,1.694091081897886
-6,1.7064166616567131
-4,1.7174226304949507
-2,1.726861695199728
0,1.7347367156930864
2,1.7405808513659617
4,1.7453891374984107
6,1.7493158665054651
8,1.7523572883740715
10,1.7542791599111651
12,1.7550809415284518
14,1.754761815119133
16,1.7533206566434905
18,1.7509722499830722
20,1.7486615317639755
22,1.7465714495308067
24,1.7438436253320706
