feature,beta_std
capex_$perkWac,0.6871420367667497
wacc_real,0.549668738960485
fixed_om_$perkWac_yr,0.39474950446749624
lifetime_y,-0.13592786939220677
degradation_%,0.1319711337705257
y0_net_mwh,-0.02558203622433676
availability_%,-0.02558203622433646
