feature,perm_importance,perm_importance_std
capex_$perkWac,0.951440666949803,0.013245156319374394
wacc_real,0.6024878763627302,0.010137354705196612
fixed_om_$perkWac_yr,0.3011621102549282,0.0019111312190955557
degradation_%,0.016865805750458915,0.000301311843644398
lifetime_y,0.013262816815857031,0.00012344138856969892
y0_net_mwh,0.0010996592167473451,1.986559723160059e-05
availability_%,0.0010619250551714698,2.506769968671637e-05
