feature,perm_importance,perm_importance_std
capex_$perkWac,0.9517219397584822,0.01313221126870752
wacc_real,0.6022067158235989,0.010097630107479664
fixed_om_$perkWac_yr,0.30078365082024017,0.001873970505768298
degradation_%,0.016946095477887724,0.00030727382789963594
lifetime_y,0.013303342610593336,0.00013438429932669365
y0_net_mwh,0.0010881177629329525,2.443527848429751e-05
availability_%,0.001083603094471114,2.1308898044634882e-05
