feature,beta_std
capex_$perkWac,0.6871420367667492
wacc_real,0.5496687389604846
fixed_om_$perkWac_yr,0.39474950446749585
lifetime_y,-0.13592786939220672
degradation_%,0.13197113377052577
y0_net_mwh,-0.025582036224336684
availability_%,-0.02558203622433648
