feature,perm_importance,perm_importance_std
capex_$perkWac,0.9513789442187967,0.013265453060260128
wacc_real,0.6024262155841029,0.010198898108744315
fixed_om_$perkWac_yr,0.3011776961478747,0.0018888895650758996
degradation_%,0.016946881913873293,0.00030788085753720895
lifetime_y,0.013237631459905183,0.00013668735048196086
y0_net_mwh,0.0011095340926579461,2.33385266315457e-05
availability_%,0.0010457100086483234,2.2801772745090092e-05
