time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-04-21 22:00,0.0,22.55,5.02,25.39,9138.0,-999.0,2024-04-21 22:00:00+00:00,2024-04-22 00:00:00+02:00,2024-04-22,2024,4,22,0
2024-04-21 23:00,0.0,20.8,3.87,29.21,9141.0,-999.0,2024-04-21 23:00:00+00:00,2024-04-22 01:00:00+02:00,2024-04-22,2024,4,22,1
2024-04-22 00:00,0.0,19.5,3.22,33.08,9143.0,-999.0,2024-04-22 00:00:00+00:00,2024-04-22 02:00:00+02:00,2024-04-22,2024,4,22,2
2024-04-22 01:00,0.0,18.43,2.88,37.09,9143.0,-999.0,2024-04-22 01:00:00+00:00,2024-04-22 03:00:00+02:00,2024-04-22,2024,4,22,3
2024-04-22 02:00,0.0,17.71,2.66,40.61,9144.0,-999.0,2024-04-22 02:00:00+00:00,2024-04-22 04:00:00+02:00,2024-04-22,2024,4,22,4
2024-04-22 03:00,0.0,17.31,2.47,43.28,9144.0,-999.0,2024-04-22 03:00:00+00:00,2024-04-22 05:00:00+02:00,2024-04-22,2024,4,22,5
2024-04-22 04:00,0.0,16.67,2.32,46.55,9148.0,-999.0,2024-04-22 04:00:00+00:00,2024-04-22 06:00:00+02:00,2024-04-22,2024,4,22,6
2024-04-22 05:00,0.0,16.24,2.07,48.97,9153.0,-999.0,2024-04-22 05:00:00+00:00,2024-04-22 07:00:00+02:00,2024-04-22,2024,4,22,7
2024-04-22 06:00,67.55,17.28,1.68,46.54,9159.0,0.27,2024-04-22 06:00:00+00:00,2024-04-22 08:00:00+02:00,2024-04-22,2024,4,22,8
2024-04-22 07:00,272.83,20.39,1.82,36.75,9164.0,0.23,2024-04-22 07:00:00+00:00,2024-04-22 09:00:00+02:00,2024-04-22,2024,4,22,9
2024-04-22 08:00,475.23,24.26,2.3,23.26,9168.0,0.22,2024-04-22 08:00:00+00:00,2024-04-22 10:00:00+02:00,2024-04-22,2024,4,22,10
2024-04-22 09:00,639.88,27.84,3.55,18.43,9167.0,0.21,2024-04-22 09:00:00+00:00,2024-04-22 11:00:00+02:00,2024-04-22,2024,4,22,11
2024-04-22 10:00,746.08,30.05,4.99,17.31,9162.0,0.21,2024-04-22 10:00:00+00:00,2024-04-22 12:00:00+02:00,2024-04-22,2024,4,22,12
2024-04-22 11:00,779.17,31.48,5.91,16.45,9155.0,0.21,2024-04-22 11:00:00+00:00,2024-04-22 13:00:00+02:00,2024-04-22,2024,4,22,13
2024-04-22 12:00,741.33,32.33,6.56,15.93,9148.0,0.2,2024-04-22 12:00:00+00:00,2024-04-22 14:00:00+02:00,2024-04-22,2024,4,22,14
2024-04-22 13:00,631.0,32.69,6.74,15.84,9141.0,0.2,2024-04-22 13:00:00+00:00,2024-04-22 15:00:00+02:00,2024-04-22,2024,4,22,15
2024-04-22 14:00,464.62,32.63,6.34,16.09,9138.0,0.21,2024-04-22 14:00:00+00:00,2024-04-22 16:00:00+02:00,2024-04-22,2024,4,22,16
2024-04-22 15:00,273.67,32.13,5.53,16.8,9137.0,0.23,2024-04-22 15:00:00+00:00,2024-04-22 17:00:00+02:00,2024-04-22,2024,4,22,17
2024-04-22 16:00,77.8,29.56,3.22,20.47,9138.0,0.27,2024-04-22 16:00:00+00:00,2024-04-22 18:00:00+02:00,2024-04-22,2024,4,22,18
2024-04-22 17:00,0.0,25.15,3.15,26.15,9141.0,-999.0,2024-04-22 17:00:00+00:00,2024-04-22 19:00:00+02:00,2024-04-22,2024,4,22,19
2024-04-22 18:00,0.0,23.81,3.54,28.35,9147.0,-999.0,2024-04-22 18:00:00+00:00,2024-04-22 20:00:00+02:00,2024-04-22,2024,4,22,20
2024-04-22 19:00,0.0,22.63,3.59,30.73,9153.0,-999.0,2024-04-22 19:00:00+00:00,2024-04-22 21:00:00+02:00,2024-04-22,2024,4,22,21
2024-04-22 20:00,0.0,21.4,3.35,33.25,9157.0,-999.0,2024-04-22 20:00:00+00:00,2024-04-22 22:00:00+02:00,2024-04-22,2024,4,22,22
2024-04-22 21:00,0.0,20.27,3.07,35.47,9160.0,-999.0,2024-04-22 21:00:00+00:00,2024-04-22 23:00:00+02:00,2024-04-22,2024,4,22,23
