time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-12-16 22:00,0.0,21.55,5.15,22.58,9128.0,-999.0,2024-12-16 22:00:00+00:00,2024-12-17 00:00:00+02:00,2024-12-17,2024,12,17,0
2024-12-16 23:00,0.0,20.1,5.87,20.47,9128.0,-999.0,2024-12-16 23:00:00+00:00,2024-12-17 01:00:00+02:00,2024-12-17,2024,12,17,1
2024-12-17 00:00,0.0,18.52,5.65,19.98,9127.0,-999.0,2024-12-17 00:00:00+00:00,2024-12-17 02:00:00+02:00,2024-12-17,2024,12,17,2
2024-12-17 01:00,0.0,17.23,5.12,22.19,9127.0,-999.0,2024-12-17 01:00:00+00:00,2024-12-17 03:00:00+02:00,2024-12-17,2024,12,17,3
2024-12-17 02:00,0.0,16.12,4.21,26.37,9129.0,-999.0,2024-12-17 02:00:00+00:00,2024-12-17 04:00:00+02:00,2024-12-17,2024,12,17,4
2024-12-17 03:00,0.0,15.04,3.13,31.36,9134.0,-999.0,2024-12-17 03:00:00+00:00,2024-12-17 05:00:00+02:00,2024-12-17,2024,12,17,5
2024-12-17 04:00,7.43,14.2,2.9,36.29,9140.0,0.31,2024-12-17 04:00:00+00:00,2024-12-17 06:00:00+02:00,2024-12-17,2024,12,17,6
2024-12-17 05:00,155.25,15.27,4.37,36.33,9145.0,0.27,2024-12-17 05:00:00+00:00,2024-12-17 07:00:00+02:00,2024-12-17,2024,12,17,7
2024-12-17 06:00,396.88,17.86,4.27,31.04,9149.0,0.23,2024-12-17 06:00:00+00:00,2024-12-17 08:00:00+02:00,2024-12-17,2024,12,17,8
2024-12-17 07:00,637.0,21.63,3.41,22.36,9150.0,0.2,2024-12-17 07:00:00+00:00,2024-12-17 09:00:00+02:00,2024-12-17,2024,12,17,9
2024-12-17 08:00,846.72,26.12,1.57,15.07,9148.0,0.21,2024-12-17 08:00:00+00:00,2024-12-17 10:00:00+02:00,2024-12-17,2024,12,17,10
2024-12-17 09:00,1010.22,29.44,1.07,11.2,9144.0,0.21,2024-12-17 09:00:00+00:00,2024-12-17 11:00:00+02:00,2024-12-17,2024,12,17,11
2024-12-17 10:00,1112.68,31.9,2.54,9.67,9139.0,0.21,2024-12-17 10:00:00+00:00,2024-12-17 12:00:00+02:00,2024-12-17,2024,12,17,12
2024-12-17 11:00,1150.97,33.67,3.91,8.97,9132.0,0.21,2024-12-17 11:00:00+00:00,2024-12-17 13:00:00+02:00,2024-12-17,2024,12,17,13
2024-12-17 12:00,1115.72,34.81,4.91,8.62,9124.0,0.21,2024-12-17 12:00:00+00:00,2024-12-17 14:00:00+02:00,2024-12-17,2024,12,17,14
2024-12-17 13:00,1014.38,35.43,5.64,8.48,9115.0,0.21,2024-12-17 13:00:00+00:00,2024-12-17 15:00:00+02:00,2024-12-17,2024,12,17,15
2024-12-17 14:00,850.38,35.48,6.14,8.5,9110.0,0.21,2024-12-17 14:00:00+00:00,2024-12-17 16:00:00+02:00,2024-12-17,2024,12,17,16
2024-12-17 15:00,638.7,34.93,6.33,8.73,9106.0,0.22,2024-12-17 15:00:00+00:00,2024-12-17 17:00:00+02:00,2024-12-17,2024,12,17,17
2024-12-17 16:00,396.83,33.83,6.42,9.2,9107.0,0.23,2024-12-17 16:00:00+00:00,2024-12-17 18:00:00+02:00,2024-12-17,2024,12,17,18
2024-12-17 17:00,154.45,32.09,6.09,10.05,9110.0,0.27,2024-12-17 17:00:00+00:00,2024-12-17 19:00:00+02:00,2024-12-17,2024,12,17,19
2024-12-17 18:00,7.55,28.1,3.84,12.53,9116.0,0.31,2024-12-17 18:00:00+00:00,2024-12-17 20:00:00+02:00,2024-12-17,2024,12,17,20
2024-12-17 19:00,0.0,25.86,3.81,14.17,9121.0,-999.0,2024-12-17 19:00:00+00:00,2024-12-17 21:00:00+02:00,2024-12-17,2024,12,17,21
2024-12-17 20:00,0.0,24.71,3.82,14.71,9126.0,-999.0,2024-12-17 20:00:00+00:00,2024-12-17 22:00:00+02:00,2024-12-17,2024,12,17,22
2024-12-17 21:00,0.0,23.7,3.8,14.44,9130.0,-999.0,2024-12-17 21:00:00+00:00,2024-12-17 23:00:00+02:00,2024-12-17,2024,12,17,23
