time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-11-29 22:00,0.0,21.03,3.68,11.36,9182.0,-999.0,2024-11-29 22:00:00+00:00,2024-11-30 00:00:00+02:00,2024-11-30,2024,11,30,0
2024-11-29 23:00,0.0,20.1,3.63,11.84,9179.0,-999.0,2024-11-29 23:00:00+00:00,2024-11-30 01:00:00+02:00,2024-11-30,2024,11,30,1
2024-11-30 00:00,0.0,19.24,3.55,12.48,9175.0,-999.0,2024-11-30 00:00:00+00:00,2024-11-30 02:00:00+02:00,2024-11-30,2024,11,30,2
2024-11-30 01:00,0.0,18.46,3.46,13.31,9173.0,-999.0,2024-11-30 01:00:00+00:00,2024-11-30 03:00:00+02:00,2024-11-30,2024,11,30,3
2024-11-30 02:00,0.0,17.76,3.36,14.41,9172.0,-999.0,2024-11-30 02:00:00+00:00,2024-11-30 04:00:00+02:00,2024-11-30,2024,11,30,4
2024-11-30 03:00,0.0,17.15,3.27,15.43,9174.0,-999.0,2024-11-30 03:00:00+00:00,2024-11-30 05:00:00+02:00,2024-11-30,2024,11,30,5
2024-11-30 04:00,10.57,16.55,3.26,16.43,9177.0,0.32,2024-11-30 04:00:00+00:00,2024-11-30 06:00:00+02:00,2024-11-30,2024,11,30,6
2024-11-30 05:00,175.93,19.21,3.21,14.17,9182.0,0.27,2024-11-30 05:00:00+00:00,2024-11-30 07:00:00+02:00,2024-11-30,2024,11,30,7
2024-11-30 06:00,420.92,23.33,4.04,11.16,9187.0,0.24,2024-11-30 06:00:00+00:00,2024-11-30 08:00:00+02:00,2024-11-30,2024,11,30,8
2024-11-30 07:00,660.5,28.3,2.52,8.24,9188.0,0.22,2024-11-30 07:00:00+00:00,2024-11-30 09:00:00+02:00,2024-11-30,2024,11,30,9
2024-11-30 08:00,868.0,31.16,1.22,7.15,9187.0,0.21,2024-11-30 08:00:00+00:00,2024-11-30 10:00:00+02:00,2024-11-30,2024,11,30,10
2024-11-30 09:00,1026.75,32.85,1.18,6.53,9185.0,0.21,2024-11-30 09:00:00+00:00,2024-11-30 11:00:00+02:00,2024-11-30,2024,11,30,11
2024-11-30 10:00,1124.7,34.39,1.96,5.93,9180.0,0.21,2024-11-30 10:00:00+00:00,2024-11-30 12:00:00+02:00,2024-11-30,2024,11,30,12
2024-11-30 11:00,1155.05,35.72,2.81,5.41,9173.0,0.21,2024-11-30 11:00:00+00:00,2024-11-30 13:00:00+02:00,2024-11-30,2024,11,30,13
2024-11-30 12:00,1112.93,36.67,3.52,5.06,9165.0,0.21,2024-11-30 12:00:00+00:00,2024-11-30 14:00:00+02:00,2024-11-30,2024,11,30,14
2024-11-30 13:00,1003.35,37.21,4.07,4.86,9157.0,0.21,2024-11-30 13:00:00+00:00,2024-11-30 15:00:00+02:00,2024-11-30,2024,11,30,15
2024-11-30 14:00,811.62,37.26,4.5,4.8,9151.0,0.22,2024-11-30 14:00:00+00:00,2024-11-30 16:00:00+02:00,2024-11-30,2024,11,30,16
2024-11-30 15:00,577.83,36.8,4.77,4.87,9145.0,0.23,2024-11-30 15:00:00+00:00,2024-11-30 17:00:00+02:00,2024-11-30,2024,11,30,17
2024-11-30 16:00,326.67,35.82,4.85,5.06,9143.0,0.25,2024-11-30 16:00:00+00:00,2024-11-30 18:00:00+02:00,2024-11-30,2024,11,30,18
2024-11-30 17:00,104.2,33.87,4.07,5.61,9144.0,0.28,2024-11-30 17:00:00+00:00,2024-11-30 19:00:00+02:00,2024-11-30,2024,11,30,19
2024-11-30 18:00,0.0,28.41,3.2,7.81,9149.0,-999.0,2024-11-30 18:00:00+00:00,2024-11-30 20:00:00+02:00,2024-11-30,2024,11,30,20
2024-11-30 19:00,0.0,26.35,3.5,8.69,9151.0,-999.0,2024-11-30 19:00:00+00:00,2024-11-30 21:00:00+02:00,2024-11-30,2024,11,30,21
2024-11-30 20:00,0.0,25.08,3.66,9.32,9154.0,-999.0,2024-11-30 20:00:00+00:00,2024-11-30 22:00:00+02:00,2024-11-30,2024,11,30,22
2024-11-30 21:00,0.0,24.0,3.97,10.09,9155.0,-999.0,2024-11-30 21:00:00+00:00,2024-11-30 23:00:00+02:00,2024-11-30,2024,11,30,23
