time_utc,ghi_wm2,temp_air_c,wind_speed_ms,rel_humidity_pct,pressure_pa,albedo,ts_utc,ts_local,date_local,year_local,month_local,day_local,hour_local
2024-08-16 22:00,0.0,13.84,5.37,8.76,9181.0,-999.0,2024-08-16 22:00:00+00:00,2024-08-17 00:00:00+02:00,2024-08-17,2024,8,17,0
2024-08-16 23:00,0.0,12.86,5.31,9.84,9180.0,-999.0,2024-08-16 23:00:00+00:00,2024-08-17 01:00:00+02:00,2024-08-17,2024,8,17,1
2024-08-17 00:00,0.0,11.62,5.1,12.18,9181.0,-999.0,2024-08-17 00:00:00+00:00,2024-08-17 02:00:00+02:00,2024-08-17,2024,8,17,2
2024-08-17 01:00,0.0,10.32,4.87,15.52,9181.0,-999.0,2024-08-17 01:00:00+00:00,2024-08-17 03:00:00+02:00,2024-08-17,2024,8,17,3
2024-08-17 02:00,0.0,9.2,4.72,18.88,9182.0,-999.0,2024-08-17 02:00:00+00:00,2024-08-17 04:00:00+02:00,2024-08-17,2024,8,17,4
2024-08-17 03:00,0.0,8.2,4.54,21.97,9184.0,-999.0,2024-08-17 03:00:00+00:00,2024-08-17 05:00:00+02:00,2024-08-17,2024,8,17,5
2024-08-17 04:00,0.0,7.36,4.36,24.85,9187.0,-999.0,2024-08-17 04:00:00+00:00,2024-08-17 06:00:00+02:00,2024-08-17,2024,8,17,6
2024-08-17 05:00,0.0,6.69,4.4,27.99,9193.0,-999.0,2024-08-17 05:00:00+00:00,2024-08-17 07:00:00+02:00,2024-08-17,2024,8,17,7
2024-08-17 06:00,50.88,7.4,5.37,28.54,9198.0,0.31,2024-08-17 06:00:00+00:00,2024-08-17 08:00:00+02:00,2024-08-17,2024,8,17,8
2024-08-17 07:00,259.0,10.24,5.83,24.5,9201.0,0.26,2024-08-17 07:00:00+00:00,2024-08-17 09:00:00+02:00,2024-08-17,2024,8,17,9
2024-08-17 08:00,467.83,14.43,4.94,17.98,9203.0,0.24,2024-08-17 08:00:00+00:00,2024-08-17 10:00:00+02:00,2024-08-17,2024,8,17,10
2024-08-17 09:00,637.47,18.54,4.65,13.28,9202.0,0.22,2024-08-17 09:00:00+00:00,2024-08-17 11:00:00+02:00,2024-08-17,2024,8,17,11
2024-08-17 10:00,750.03,22.05,4.06,10.41,9198.0,0.22,2024-08-17 10:00:00+00:00,2024-08-17 12:00:00+02:00,2024-08-17,2024,8,17,12
2024-08-17 11:00,803.4,24.97,3.84,8.4,9191.0,0.22,2024-08-17 11:00:00+00:00,2024-08-17 13:00:00+02:00,2024-08-17,2024,8,17,13
2024-08-17 12:00,779.53,27.32,4.76,7.02,9181.0,0.22,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+02:00,2024-08-17,2024,8,17,14
2024-08-17 13:00,684.8,28.3,5.87,6.58,9174.0,0.22,2024-08-17 13:00:00+00:00,2024-08-17 15:00:00+02:00,2024-08-17,2024,8,17,15
2024-08-17 14:00,527.7,28.15,6.32,6.68,9169.0,0.23,2024-08-17 14:00:00+00:00,2024-08-17 16:00:00+02:00,2024-08-17,2024,8,17,16
2024-08-17 15:00,324.48,27.18,5.77,7.27,9168.0,0.25,2024-08-17 15:00:00+00:00,2024-08-17 17:00:00+02:00,2024-08-17,2024,8,17,17
2024-08-17 16:00,107.12,22.6,3.12,11.05,9170.0,0.29,2024-08-17 16:00:00+00:00,2024-08-17 18:00:00+02:00,2024-08-17,2024,8,17,18
2024-08-17 17:00,0.0,19.94,2.43,12.77,9175.0,-999.0,2024-08-17 17:00:00+00:00,2024-08-17 19:00:00+02:00,2024-08-17,2024,8,17,19
2024-08-17 18:00,0.0,20.23,1.48,12.49,9180.0,-999.0,2024-08-17 18:00:00+00:00,2024-08-17 20:00:00+02:00,2024-08-17,2024,8,17,20
2024-08-17 19:00,0.0,18.98,1.62,13.71,9187.0,-999.0,2024-08-17 19:00:00+00:00,2024-08-17 21:00:00+02:00,2024-08-17,2024,8,17,21
2024-08-17 20:00,0.0,16.85,2.28,15.91,9192.0,-999.0,2024-08-17 20:00:00+00:00,2024-08-17 22:00:00+02:00,2024-08-17,2024,8,17,22
2024-08-17 21:00,0.0,14.78,2.81,18.61,9196.0,-999.0,2024-08-17 21:00:00+00:00,2024-08-17 23:00:00+02:00,2024-08-17,2024,8,17,23
