lcoe,y0_mwh,y0_net_mwh,availability_%,degradation_%,wacc_real,capex_$perkWac,fixed_om_$perkWac_yr,lifetime_y,PAC_kWac,case_label
79.58197606148886,55486.4244912,54924.76273438786,98.98774923422717,0.5146437906139544,0.05123895809440418,975.3332892345356,13.241873116767993,25,50000.0,WC baseline
85.55161693503393,55486.4244912,55109.99875002325,99.32158947953756,0.361525836027909,0.050419181983318725,1099.6911604188417,17.789539557599372,29,50000.0,WC baseline
98.77505736266258,55486.4244912,54664.781789424414,98.51920049037238,0.660477030986101,0.06268965871573745,1086.0322829607198,18.12971347044526,28,50000.0,WC baseline
80.97223223349528,55486.4244912,54680.31540380763,98.54719583252258,0.4459588959174957,0.06319104168912139,950.9286001305943,10.641517228501536,27,50000.0,WC baseline
56.39222529689892,55486.4244912,54493.88551750241,98.21120394258777,0.19490397081471,0.04964912846623288,700.0,12.636212707765168,27,50000.0,WC baseline
64.38905995467357,55486.4244912,54431.098575376665,98.09804663843369,0.46098235554773387,0.05096837323069951,817.3073245741632,12.942587565099899,30,50000.0,WC baseline
94.68837236577075,55486.4244912,54245.93756793833,97.76434157609415,0.5382979588736428,0.0604113083821804,1041.6000934861388,16.096265959425537,25,50000.0,WC baseline
72.59612543276859,55486.4244912,53963.14482461682,97.25468043660884,0.3362988604694629,0.04672415759265339,763.9698295657656,26.923477286455373,29,50000.0,WC baseline
73.49644331145917,55486.4244912,54342.31808909675,97.93804266071477,0.47636393897805307,0.050894660119849854,910.796889369566,12.334064671882762,26,50000.0,WC baseline
82.23860541727845,55486.4244912,55055.42941310993,99.2232422938724,0.48570343267017957,0.05589592767368435,990.6176736426839,12.11521083432106,25,50000.0,WC baseline
95.83108522702622,55486.4244912,54465.73309468197,98.16046644584226,0.48881842114483615,0.06495938684822258,1126.348483491381,11.33429852428078,28,50000.0,WC baseline
76.39821186425385,55486.4244912,54500.53340730933,98.22318505304477,0.746928373943091,0.048954013838204594,880.9976364254703,20.17772285621116,30,50000.0,WC baseline
62.345846628834934,55486.4244912,54491.89238833905,98.20761184022828,0.23768842776305765,0.036576155379693276,872.7814749100245,16.79329201822449,29,50000.0,WC baseline
