offset_deg,e_day_Wh
-22,1782.282050789527
-21,1791.820100241852
-20,1801.3077831275664
-19,1810.9194289763345
-18,1820.1653768955782
-17,1829.0485117626981
-16,1837.5717852765538
-15,1845.738194170995
-14,1853.5507612916908
-13,1861.0125189327312
-12,1868.1264939873683
-11,1874.8956945791565
-10,1881.3684738184759
-9,1887.7477713188748
-8,1893.7623165690184
-7,1899.4151358853887
-6,1904.7091639175826
-5,1909.6777467507802
-4,1914.4164657218807
-3,1918.7732565751355
-2,1922.7506803212927
-1,1926.3511510872027
0,1929.576930037124
1,1932.2395398828821
2,1934.5856202964314
3,1936.616665800412
4,1938.334020679221
5,1939.7388844632137
6,1940.8323107627057
7,1941.6611676963025
8,1942.2302182649244
9,1942.5108810082313
10,1942.503814889475
11,1942.2764470060297
12,1942.096123967669
13,1941.6672846112924
14,1940.9901629821952
15,1940.0648733314006
16,1938.8914094752154
17,1937.4696444412714
18,1935.7993304041786
19,1933.8800989134095
20,1931.7771557803503
21,1929.719312280661
22,1927.549111006806
