offset_deg,e_day_Wh
-22,379.5533877382487
-21,379.2129576810048
-20,378.82978099862373
-19,378.4039713227139
-18,377.93565447047496
-17,377.424968415596
-16,376.8720632570956
-15,376.2774537018336
-14,377.0124150344567
-13,378.0771905334625
-12,379.0917539462365
-11,380.05531638621295
-10,380.9671760246648
-9,381.82670526087156
-8,382.6333410250046
-7,383.3865773115215
-6,384.0859593346188
-5,384.73107888523066
-4,385.3215705925947
-3,385.8558357840105
-2,386.3294594179732
-1,386.7419914047426
0,387.0932156065794
1,387.64538450213865
2,388.14698881315917
3,388.59783219284935
4,389.24757793323164
5,389.93156821641827
6,390.5741066969007
7,391.175003597403
8,391.7340902366219
9,392.2512185115578
10,392.9261074120642
11,393.6222790179417
12,394.27912322895725
13,394.89648876943227
14,395.4742418225601
15,396.0122656865259
16,396.5104604458749
17,396.9687426558831
18,397.3870450379909
19,397.7653161846455
20,398.3472439193565
21,398.9107044545619
22,399.4368432071898
