offset_deg,e_day_Wh
-22,945.6744251293964
-21,950.5936196685808
-20,955.3366372121741
-19,959.9071667568538
-18,964.3018189343278
-17,968.5186311186075
-16,972.557318365106
-15,976.6680216133927
-14,980.6693735781707
-13,984.4676059066811
-12,988.0625566042631
-11,991.4541017683389
-10,994.6421539433654
-9,997.6266605417542
-8,1000.4076023292282
-7,1002.984991973459
-6,1005.3588726550939
-5,1007.6187969535292
-4,1009.671891752684
-3,1011.49872573763
-2,1013.0982187461091
-1,1014.4699960152461
0,1015.614257018097
1,1016.6011020850844
2,1017.4042680685011
3,1018.0239786168147
4,1018.460482762657
5,1018.7140542321326
6,1018.7849908008849
7,1018.7879373381488
8,1018.8227450524803
9,1018.6931684166219
10,1018.3995237892606
11,1017.9421451653843
12,1017.3213837836468
13,1016.5376077793667
14,1015.5912018830666
15,1014.7531186098975
16,1013.9492538826644
17,1013.0098004506891
18,1011.9351604723216
19,1010.7257484886549
20,1009.381991255857
21,1007.4014731540685
22,1005.1366385791694
