offset_deg,e_day_Wh
-22,1691.274414179805
-21,1702.1652541154174
-20,1712.7081961545773
-19,1722.9020616578762
-18,1732.7458645575298
-17,1742.2422863889853
-16,1751.3881478495557
-15,1760.1813953043838
-14,1768.6215684066033
-13,1776.7082979110942
-12,1784.4412942197753
-11,1791.8203374579234
-10,1798.9287292029053
-9,1805.9972427333487
-8,1812.6707859067858
-7,1818.9648120705806
-6,1825.1228661263217
-5,1830.8454713575993
-4,1836.132742705638
-3,1840.9848085449926
-2,1845.4018066114463
-1,1849.3838802940186
0,1852.9311752650783
1,1855.8059414181082
2,1858.3011200518129
3,1860.4167388565652
4,1862.3678094018996
5,1863.9926387208257
6,1865.3282672805262
7,1866.4733289469273
8,1867.3134245039687
9,1867.8485979046573
10,1868.078895732918
11,1868.0043664864686
12,1867.625059999287
13,1866.9410270082506
14,1865.952318866009
15,1864.65898740085
16,1863.0610849235698
17,1861.1586643809537
18,1859.3551176295246
19,1857.5900581297492
20,1855.5601720782768
21,1853.8939436515907
22,1852.1871020870376
