offset_deg,e_day_Wh
-22,1522.198261340372
-21,1528.2051246845112
-20,1533.9459892381938
-19,1539.4225777380293
-18,1544.6365833276063
-17,1549.5896653432767
-16,1554.2834452734917
-15,1558.7195028928586
-14,1562.899372571938
-13,1566.8245397636656
-12,1572.2344075497526
-11,1581.4044342584702
-10,1590.2446413441444
-9,1598.995656570568
-8,1607.4833661097725
-7,1615.8373731122124
-6,1623.7819378829795
-5,1631.3155397729286
-4,1638.4370910575694
-3,1645.14584251937
-2,1651.4413140216175
-1,1657.3232419993956
0,1662.7915387489147
1,1667.5013439675645
2,1671.9316018301777
3,1676.063147599584
4,1679.8893236961355
5,1683.4081056563248
6,1686.6197303742176
7,1689.5245148852264
8,1692.1228467313135
9,1694.415175400975
10,1696.4020046729477
11,1698.0838857270685
12,1699.461410914289
13,1700.535208100488
14,1701.3059355165199
15,1701.7742770608747
16,1701.9409380122934
17,1702.0879019768363
18,1702.2284457268838
19,1702.6435798440039
20,1702.8338301070248
21,1702.797184942935
22,1702.5347281573813
