offset_deg,e_day_Wh
-22,532.0545882273577
-21,534.7568412631592
-20,537.4824789115116
-19,540.135638656955
-18,542.6956899959571
-17,545.1617366508979
-16,547.5329442063419
-15,549.808535795799
-14,551.9877885495564
-13,554.0700306350625
-12,556.0546387638163
-11,557.9410360692365
-10,559.7286902822518
-9,561.4171121478294
-8,563.0058540379794
-7,564.4945087261289
-6,565.8827082949015
-5,567.1701231548719
-4,568.3568754282863
-3,569.4731869493846
-2,570.472688372367
-1,571.3551918341877
0,572.1205472859951
1,573.0520904358377
2,573.8864120629584
3,574.6234019384689
4,575.2629751069933
5,575.8050750118236
6,576.2496739343653
7,576.596772940317
8,576.8464016625387
9,576.9986180183882
10,577.0535078990893
11,577.0250671876944
12,577.2463320953434
13,577.3878525371861
14,577.4497459251779
15,577.4321521504603
16,577.3352332379841
17,577.1591730061562
18,577.2321895542304
19,577.2790199376767
20,577.2551458400038
21,577.1855290234481
22,577.0886186583074
