offset_deg,e_day_Wh
-22,2058.5063325726856
-21,2065.358716522637
-20,2072.48563106996
-19,2079.4430998949874
-18,2086.0448705308618
-17,2092.294163108579
-16,2098.194088392869
-15,2107.9657046452076
-14,2118.7631236307866
-13,2129.1498094607887
-12,2139.1254582787096
-11,2148.6877237149524
-10,2157.8355186897707
-9,2166.5685395416185
-8,2174.886729714588
-7,2183.0169133030026
-6,2190.852249771482
-5,2198.316158360485
-4,2205.298883292946
-3,2211.80105201479
-2,2217.8232616731266
-1,2223.3660614968203
0,2228.429937957411
1,2232.7329430385107
2,2236.6575294140134
3,2240.216873709783
4,2243.410816823538
5,2246.239141410875
6,2248.7015666435864
7,2250.797743424908
8,2252.527250166938
9,2253.889589120584
10,2254.8841832277553
11,2255.510373464338
12,2256.008625408545
13,2256.498832524714
14,2256.9408864270135
15,2257.0827019165054
16,2256.923656025387
17,2256.4630660785415
18,2255.700188960672
19,2254.634220688326
20,2253.264296282006
21,2251.589489934652
22,2249.6088154736467
