offset_deg,e_day_Wh
-22,2110.9468326350598
-21,2119.5037036254644
-20,2127.711562540866
-19,2136.031539254736
-18,2144.299701426522
-17,2152.1872355840687
-16,2159.696877824941
-15,2166.8312947947406
-14,2173.59307745567
-13,2179.986137882932
-12,2186.0133894817536
-11,2191.6750059312308
-10,2196.9732178412114
-9,2201.9101533101357
-8,2206.614314365086
-7,2211.117277657233
-6,2215.227967636497
-5,2219.0779376614582
-4,2222.5832884560496
-3,2225.6660769851705
-2,2228.3277641541354
-1,2230.569642679491
0,2232.3928346117364
1,2233.7249160080382
2,2234.769950691392
3,2235.480401824655
4,2235.8566406234254
5,2235.8988810139626
6,2235.607179185791
7,2234.9814334405346
8,2234.021384337153
9,2232.726615133777
10,2231.0965525263655
11,2228.967640874077
12,2226.367093411919
13,2223.528950881544
14,2220.6208884054336
15,2217.775275796172
16,2214.7052233658005
17,2211.409247733325
18,2207.885772881074
19,2204.133133095298
20,2200.149576105939
21,2195.933266425737
22,2191.482288888711
