offset_deg,e_day_Wh
-22,2089.4479836929445
-21,2100.8171472538306
-20,2111.792558898991
-19,2122.376010778996
-18,2132.738055360569
-17,2143.137817196197
-16,2153.1162645390696
-15,2162.675972014797
-14,2171.819519118154
-13,2180.5498207637866
-12,2188.8707330918305
-11,2196.7828595448177
-10,2204.288639414305
-9,2211.5667044812944
-8,2218.5404322111867
-7,2225.083144916295
-6,2231.1971479782924
-5,2236.884620117956
-4,2242.2001369510253
-3,2247.1498138838433
-2,2251.6487217351073
-1,2255.698533470695
0,2259.3007367129558
1,2262.3200227780408
2,2264.966319960175
3,2267.2402691151865
4,2269.1935075130946
5,2270.8335336609002
6,2272.1386519184834
7,2273.1089013424353
8,2273.74416859237
9,2274.0441867388463
10,2274.008534341352
11,2273.659423132321
12,2273.344832471209
13,2272.7254889037918
14,2271.8004761209586
15,2270.568731587341
16,2269.270654852499
17,2267.96719234666
18,2266.391499694111
19,2264.5423732768595
20,2262.4184933396855
21,2260.018425665383
22,2257.340623544348
