offset_deg,e_day_Wh
-22,1722.047145054626
-21,1730.1521987064014
-20,1737.9479742203473
-19,1745.4365347945377
-18,1752.6206217483316
-17,1760.157790158876
-16,1767.4358714413547
-15,1774.8370694390883
-14,1781.8694373450312
-13,1788.5353708039152
-12,1794.8372109888473
-11,1800.7772385057665
-10,1806.3576675865731
-9,1811.5806405690896
-8,1816.4482226624698
-7,1820.962396997069
-6,1825.1250599580712
-5,1828.9380168024286
-4,1832.4026755068878
-3,1835.5184316186746
-2,1838.2863486147562
-1,1840.707830793396
0,1842.8007658887695
1,1844.4716844095797
2,1845.8308087275043
3,1846.8789970706257
4,1847.6170031902452
5,1848.0454748986651
6,1848.1649528689368
7,1847.975869696671
8,1847.4785492239344
9,1846.6732061251562
10,1845.5599457548863
11,1844.2123041976322
12,1842.889914042979
13,1841.6176071750615
14,1840.2965204658244
15,1838.7457006635796
16,1836.9649485703922
17,1834.9539831129966
18,1832.7124424195954
19,1830.2398850954344
20,1827.257551951425
21,1823.6652573014771
22,1819.8840908401385
