offset_deg,e_day_Wh
-22,1758.92159141322
-21,1765.0929515345242
-20,1770.9870867733714
-19,1776.605359784056
-18,1781.949109602801
-17,1790.281602435201
-16,1799.7667442249717
-15,1808.9078295529675
-14,1817.7029428184078
-13,1826.150623982424
-12,1834.2497587101288
-11,1841.9995006226331
-10,1849.7682244423722
-9,1857.1564795064562
-8,1864.1599126968758
-7,1870.7783805697716
-6,1877.0118194284298
-5,1882.860227907236
-4,1888.3236524740246
-3,1893.4199777765493
-2,1898.1927995310823
-1,1902.550159033918
0,1906.4921984742086
1,1909.7192946924724
2,1912.5868028886064
3,1915.106497363203
4,1917.308321917617
5,1919.1843618696
6,1920.73453855877
7,1921.9587749409893
8,1922.8569931671286
9,1923.627934233486
10,1924.2234006309066
11,1924.5241464196704
12,1924.5300836180759
13,1924.2411155827951
14,1923.6571359709533
15,1922.778027922356
16,1921.821922109057
17,1920.8506322596093
18,1919.6178002324596
19,1918.1234336879675
20,1916.3675370111869
21,1914.350111275488
22,1912.45127564781
