offset_deg,e_day_Wh
-22,1491.610059180732
-21,1496.1953003157141
-20,1500.5663955289515
-19,1504.7236307009211
-18,1508.667292927472
-17,1512.6155499951838
-16,1516.6241745660936
-15,1520.3904386956165
-14,1523.914710666384
-13,1527.1973463814873
-12,1530.4829437146873
-11,1533.9371603402135
-10,1540.5792267708048
-9,1546.9301422868227
-8,1552.9844766998713
-7,1558.7380653295322
-6,1564.1875879374272
-5,1569.3303173853565
-4,1574.1639600443054
-3,1578.6865494082476
-2,1582.9307424373972
-1,1586.8780525475586
0,1590.4785683993582
1,1593.6235001633715
2,1596.532608294976
3,1599.1520603699646
4,1601.4808689236288
5,1603.5312233643087
6,1605.502914240923
7,1607.210039836836
8,1608.6517801144341
9,1609.827340808378
10,1610.7359492594724
11,1611.3768509719646
12,1611.7493067821588
13,1611.8525905503263
14,1611.6885235500845
15,1611.6639899857244
16,1611.3964519542496
17,1610.885288182461
18,1610.12988752619
19,1609.415691085639
20,1608.8049130000777
21,1607.9827623769224
22,1606.9487677311008
