offset_deg,e_day_Wh
-22,2210.901395827648
-21,2223.069958320697
-20,2234.821875786527
-19,2246.157992248936
-18,2257.079228851941
-17,2267.6757484336176
-16,2278.4731014284334
-15,2288.816461336924
-14,2298.707182189917
-13,2308.146619407703
-12,2317.1361201347277
-11,2325.67709712199
-10,2334.074482475027
-9,2342.113808355917
-8,2349.6685745456293
-7,2356.74010076122
-6,2363.3296397443596
-5,2369.4383713603397
-4,2375.067397141566
-3,2380.249779373629
-2,2385.026076367385
-1,2389.2863379689597
0,2393.0313332816286
1,2395.9770296165543
2,2398.484456582924
3,2400.5538948399844
4,2402.1855059653276
5,2403.468159704479
6,2404.4093416629366
7,2405.031033686935
8,2405.289013099439
9,2405.15990947684
10,2404.6433289741226
11,2404.1603078548696
12,2403.3328311152018
13,2402.15412505907
14,2400.623479352305
15,2398.7400958178487
16,2396.5030896227363
17,2394.167357530162
18,2391.91775365097
19,2389.356572647598
20,2386.4829145374406
21,2383.2958170324455
22,2379.7942576502487
