offset_deg,e_day_Wh
-22,1155.0995325129988
-21,1161.4091337702225
-20,1167.4844823803082
-19,1173.530931090623
-18,1179.746741076168
-17,1185.6977874124186
-16,1191.384636016594
-15,1196.8078824597528
-14,1201.968148370739
-13,1206.8660779699455
-12,1211.502334731265
-11,1215.8780219413607
-10,1219.994516591546
-9,1223.8512441774135
-8,1227.4489139032585
-7,1230.7882394876583
-6,1233.8699365833604
-5,1236.6947203238547
-4,1239.263302997104
-3,1241.5753334721126
-2,1243.7102005342347
-1,1245.5614278114663
0,1247.12410638012
1,1248.4354218700955
2,1249.5040925007038
3,1250.3510802287867
4,1251.1450761617668
5,1251.7217269641192
6,1252.0815798631343
7,1252.2251700796078
8,1252.1530199941171
9,1251.8656384240767
10,1251.3635200114206
11,1250.6471447206914
12,1249.7169774472088
13,1248.5734677349178
14,1247.2170496034191
15,1245.6481414835969
16,1244.1052274373274
17,1242.6657734247497
18,1241.052275703893
19,1238.8940758885421
20,1236.333580900442
21,1234.061965732742
22,1231.9154644437012
